text_clean,label_id,label_name,svm_pred,bilstm_pred,phobert_pred,deberta_pred,svm_label,bilstm_label,phobert_label,deberta_label,svm_ok,bilstm_ok,phobert_ok,deberta_ok,error_pair
Một phút bóc đồng bằng cả đời bóc cức 😂,1,OFFENSIVE,2,0,1,0,HATE,CLEAN,OFFENSIVE,CLEAN,0,0,1,0,OFFENSIVE -> CLEAN
Trước sau j cũng đi theo phúc xạo lol,2,HATE,2,2,2,1,HATE,HATE,HATE,OFFENSIVE,1,1,1,0,HATE -> OFFENSIVE
"Replay thấy mắc mệt, vote đổi ông edit",0,CLEAN,0,0,0,1,CLEAN,CLEAN,CLEAN,OFFENSIVE,1,1,1,0,CLEAN -> OFFENSIVE
Đem ra bắn ngay cái thể loại ấy,2,HATE,0,0,0,0,CLEAN,CLEAN,CLEAN,CLEAN,0,0,0,0,HATE -> CLEAN
hóng bro tét đít thằng tùng,0,CLEAN,0,2,1,1,CLEAN,HATE,OFFENSIVE,OFFENSIVE,1,0,0,0,CLEAN -> OFFENSIVE
kicm lúc này,0,CLEAN,0,0,0,1,CLEAN,CLEAN,CLEAN,OFFENSIVE,1,1,1,0,CLEAN -> OFFENSIVE
Lờ ô lờ ôn lờ ôn lôn huyền CHIM:)),0,CLEAN,1,2,1,1,OFFENSIVE,HATE,OFFENSIVE,OFFENSIVE,0,0,0,0,CLEAN -> OFFENSIVE
Con bóng??,0,CLEAN,2,1,1,1,HATE,OFFENSIVE,OFFENSIVE,OFFENSIVE,0,0,0,0,CLEAN -> OFFENSIVE
Lại thêm một con khoác lác,0,CLEAN,2,0,2,2,HATE,CLEAN,HATE,HATE,0,1,0,0,CLEAN -> HATE
"Chắc mọi người viết Nhật thua trong thế chiến 2, ngàu xưa ta vẫn gọi là Nhật lùn theo đúng nghĩa đen. Nói hơi thô thiển thì đúng gọi là họ lấy giống tây để giúp nguồn gen dân họ tốt hơn, nên chắc chắc ko chỉ là vì chất lượng cuộc sống cao mà còn phải do chất lượng gen nữa mới đẩy tầm vóc lên dc",0,CLEAN,0,1,1,2,CLEAN,OFFENSIVE,OFFENSIVE,HATE,1,0,0,0,CLEAN -> HATE
Like 10 năm chất Liek bằng đầu bùi,1,OFFENSIVE,0,0,0,0,CLEAN,CLEAN,CLEAN,CLEAN,0,0,0,0,OFFENSIVE -> CLEAN
Nhức óc thật,0,CLEAN,1,1,1,1,OFFENSIVE,OFFENSIVE,OFFENSIVE,OFFENSIVE,0,0,0,0,CLEAN -> OFFENSIVE
Không có csgt nào tốt cả .,2,HATE,2,0,1,0,HATE,CLEAN,OFFENSIVE,CLEAN,1,0,0,0,HATE -> CLEAN
Nữ sinh chạm tay vào má c.a thì đi tù. Rất VN...,0,CLEAN,0,2,0,2,CLEAN,HATE,CLEAN,HATE,1,0,1,0,CLEAN -> HATE
Lũlên mạng lừa đão,2,HATE,0,0,1,1,CLEAN,CLEAN,OFFENSIVE,OFFENSIVE,0,0,0,0,HATE -> OFFENSIVE
Các bạn phản đối cái giè. Viện phí tăng gấp 3 ngân sách bội thu. Làm tốt thế mà còn kêu.,0,CLEAN,0,1,1,1,CLEAN,OFFENSIVE,OFFENSIVE,OFFENSIVE,1,0,0,0,CLEAN -> OFFENSIVE
Đậu rồi má hay đậu má rồi các bạn nhỏ ??? :))),1,OFFENSIVE,0,0,0,0,CLEAN,CLEAN,CLEAN,CLEAN,0,0,0,0,OFFENSIVE -> CLEAN
Họ nhìn con này sao họ mới gọi nói như vậy người không có giá trị,0,CLEAN,0,2,2,2,CLEAN,HATE,HATE,HATE,1,0,0,0,CLEAN -> HATE
GAM thua cái củ cặc nhé !!,1,OFFENSIVE,2,2,2,2,HATE,HATE,HATE,HATE,0,0,0,0,OFFENSIVE -> HATE
"Dân không có giàu nhé, chỉ nó nước mạnh thôi.",2,HATE,2,0,0,0,HATE,CLEAN,CLEAN,CLEAN,1,0,0,0,HATE -> CLEAN
Ko xin nó thì đái ra mà hết hạn hán nhé,2,HATE,0,1,1,1,CLEAN,OFFENSIVE,OFFENSIVE,OFFENSIVE,0,0,0,0,HATE -> OFFENSIVE
Nguc em hoi nho,1,OFFENSIVE,0,0,0,0,CLEAN,CLEAN,CLEAN,CLEAN,0,0,0,0,OFFENSIVE -> CLEAN
"Báo bọn phản động đấy bà con, những người kia bị kích động muốn chung ta cũng kíchđộng giống họ đây mà. Đập phá nhà máy của họ cuối cùng mất tiền là nước mình thôi vì nc mình vi phạm hợp đồng mà. Còn biểu tình gọi nhà nc phải có trách nhiệm tìm hiểu nguyên nhân thì đc.",0,CLEAN,0,2,2,2,CLEAN,HATE,HATE,HATE,1,0,0,0,CLEAN -> HATE
CÓ THẰNG THÔNG THẠO 29 THỨ TIẾNG LÀM CHỦ TỊCH PẮC PÓ,2,HATE,0,2,2,0,CLEAN,HATE,HATE,CLEAN,0,1,1,0,HATE -> CLEAN
Ngoài mình kêu con này là cua xanh tên khác là cua chó bởi vì nó dữ lắm,0,CLEAN,2,2,0,2,HATE,HATE,CLEAN,HATE,0,0,1,0,CLEAN -> HATE
Cái mỏ i chang cá lóc lun,0,CLEAN,1,2,2,1,OFFENSIVE,HATE,HATE,OFFENSIVE,0,0,0,0,CLEAN -> OFFENSIVE
Sạo loxz quền của chị 3,2,HATE,0,0,2,1,CLEAN,CLEAN,HATE,OFFENSIVE,0,0,1,0,HATE -> OFFENSIVE
E sợ t gian lm giàu rồi mà tuổi tác già yếu mẹ rồi,0,CLEAN,0,0,1,2,CLEAN,CLEAN,OFFENSIVE,HATE,1,1,0,0,CLEAN -> HATE
Du ma tu thg cho giu xe den thg suc vat chuyen hanh ly,2,HATE,2,0,2,0,HATE,CLEAN,HATE,CLEAN,1,0,1,0,HATE -> CLEAN
sin,0,CLEAN,0,0,0,1,CLEAN,CLEAN,CLEAN,OFFENSIVE,1,1,1,0,CLEAN -> OFFENSIVE
Bao giờ chết,1,OFFENSIVE,0,1,0,0,CLEAN,OFFENSIVE,CLEAN,CLEAN,0,1,0,0,OFFENSIVE -> CLEAN
Thật ra là quên kéo khóa quần ngoài lộ quần trong nên để lộ hẳn thành phong cách mới cho nó đỡ quê,1,OFFENSIVE,0,0,0,0,CLEAN,CLEAN,CLEAN,CLEAN,0,0,0,0,OFFENSIVE -> CLEAN
Lên vl luôn,0,CLEAN,1,1,0,1,OFFENSIVE,OFFENSIVE,CLEAN,OFFENSIVE,0,0,1,0,CLEAN -> OFFENSIVE
Con di do noi doc giong con 3 vang ma !,2,HATE,2,2,2,0,HATE,HATE,HATE,CLEAN,1,1,1,0,HATE -> CLEAN
Nơi nào mà cũng được như thế thì có lý do gì mà con đân việt nam phải sang nước ngoài sống .,0,CLEAN,0,2,0,2,CLEAN,HATE,CLEAN,HATE,1,0,1,0,CLEAN -> HATE
90tr dân Việt Nam đang vả nhung nè,2,HATE,0,0,0,0,CLEAN,CLEAN,CLEAN,CLEAN,0,0,0,0,HATE -> CLEAN
"Nhung Pham Ai chê nghèo ngta có tiền đi nước nào kệ mẹ người ta, Nó vẫn mang qtich VN thì về VN chữa VN đã cấm đâu mà lên tiếng lm gì. ÍCH KỶ",2,HATE,2,2,2,1,HATE,HATE,HATE,OFFENSIVE,1,1,1,0,HATE -> OFFENSIVE
Người dân biểu tình phản đối thằng ăn cướp bị bọn mày bắt bớ đánh đập thì tụi mày là cái gì,0,CLEAN,2,2,2,2,HATE,HATE,HATE,HATE,0,0,0,0,CLEAN -> HATE
share bài này là lũ ban cắn chết nên thôi :))),0,CLEAN,2,2,0,2,HATE,HATE,CLEAN,HATE,0,0,1,0,CLEAN -> HATE
Chán thế,0,CLEAN,0,0,0,1,CLEAN,CLEAN,CLEAN,OFFENSIVE,1,1,1,0,CLEAN -> OFFENSIVE
Ai song gan cty nay chac khong song duoc lau roi,0,CLEAN,0,1,2,2,CLEAN,OFFENSIVE,HATE,HATE,1,0,0,0,CLEAN -> HATE
"Lí do lí trấu, chắc tin😏:)))",1,OFFENSIVE,0,0,1,0,CLEAN,CLEAN,OFFENSIVE,CLEAN,0,0,1,0,OFFENSIVE -> CLEAN
Bốc sư tất nhiên là xạo quá ròi tất nhiên là súng bắn không tói ông nhưng tất nhiên rằng corona tất nhiên là sẽ tới thăm viếng bốc sư tất nhiên,2,HATE,0,0,2,0,CLEAN,CLEAN,HATE,CLEAN,0,0,1,0,HATE -> CLEAN
Lắm tiền mà chả có nổi ý thức của loài người :)),1,OFFENSIVE,2,2,2,2,HATE,HATE,HATE,HATE,0,0,0,0,OFFENSIVE -> HATE
"anh Trung đập thẻ , anh Trung phá sản :)))",0,CLEAN,0,0,0,2,CLEAN,CLEAN,CLEAN,HATE,1,1,1,0,CLEAN -> HATE
K đáng bao nhiêu mà nhục cho sinh viên Việt Nam bị nó khinh!,0,CLEAN,0,2,2,2,CLEAN,HATE,HATE,HATE,1,0,0,0,CLEAN -> HATE
"Úi xời, thêm quả hiệu ứng nữa thì rụng hết trứng với nhau.",0,CLEAN,0,0,0,1,CLEAN,CLEAN,CLEAN,OFFENSIVE,1,1,1,0,CLEAN -> OFFENSIVE
Thối CC chỉ không ngửi đuợc thôi,1,OFFENSIVE,1,1,0,0,OFFENSIVE,OFFENSIVE,CLEAN,CLEAN,1,1,0,0,OFFENSIVE -> CLEAN
"Có ai tự nhiên lên phường , rồi đi tự tử trên ấy không ? Giờ thằng nào con nào , muốn tự tự thì cứ việc lên phường cho nó gọn . Đỡ bị mất tài sản , với lại người nhà cũng dễ tìm nhá . chứ đừng có ra cầu rồi nhảy nghe hôn .",1,OFFENSIVE,0,0,0,0,CLEAN,CLEAN,CLEAN,CLEAN,0,0,0,0,OFFENSIVE -> CLEAN
Tương lai sao nó mông lung quá :)),0,CLEAN,0,0,0,1,CLEAN,CLEAN,CLEAN,OFFENSIVE,1,1,1,0,CLEAN -> OFFENSIVE
"Chat la kiep truoc bi cam, 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏toi ngiep cho mu nay qua ko biet kiep sao thanh loai gi nua 🙏🙏🙏🙏",2,HATE,0,2,0,0,CLEAN,HATE,CLEAN,CLEAN,0,1,0,0,HATE -> CLEAN
"Đậu Văn Cường nhìn như thằng nghiện, ghê bỏ mẹ ra",0,CLEAN,2,2,1,2,HATE,HATE,OFFENSIVE,HATE,0,0,0,0,CLEAN -> HATE
Kg Phan dong may' chui vao trong nay lam gi ?,1,OFFENSIVE,2,1,0,0,HATE,OFFENSIVE,CLEAN,CLEAN,0,1,0,0,OFFENSIVE -> CLEAN
Cái đờ cờ mờ nhà a,2,HATE,1,1,2,1,OFFENSIVE,OFFENSIVE,HATE,OFFENSIVE,0,0,1,0,HATE -> OFFENSIVE
Bê đê hả,0,CLEAN,0,1,0,1,CLEAN,OFFENSIVE,CLEAN,OFFENSIVE,1,0,1,0,CLEAN -> OFFENSIVE
Ma mày đau ma mày đau bóp cu ba may sung con cười muốn chết luôn co kim oi,2,HATE,2,2,0,0,HATE,HATE,CLEAN,CLEAN,1,1,0,0,HATE -> CLEAN
cô Ba có râu ha ha,2,HATE,0,0,0,0,CLEAN,CLEAN,CLEAN,CLEAN,0,0,0,0,HATE -> CLEAN
Túm lại: Muốn giết người mà vẫn vô tội hoặc án gãi ghẻ thì phấn đấu làm cán bộ đi.,2,HATE,2,0,2,1,HATE,CLEAN,HATE,OFFENSIVE,1,0,1,0,HATE -> OFFENSIVE
Chứ độ nối đúng vãi lồn,1,OFFENSIVE,1,1,1,0,OFFENSIVE,OFFENSIVE,OFFENSIVE,CLEAN,1,1,1,0,OFFENSIVE -> CLEAN
Đeo hình phât trên ng ma khẩu nghiêp quá thât đáng thuog cho nhug ng nhu vây,0,CLEAN,0,0,0,2,CLEAN,CLEAN,CLEAN,HATE,1,1,1,0,CLEAN -> HATE
Để được ngồi đợi sự trợ giúp từ Phan Anh thì cũng nhờ có sự trợ giúp của bn cbcs đang vật lộn với nước lũ đưa ng dân vào đât liền đó bạn. Stt của chị này là lên án những người chỉ nhìn thấy sự hào nhoáng mà báo chí tung hô PA k thấy được sự khổ cực của CBCS. Chứ k phải lên án PA nha bạn,0,CLEAN,0,2,2,2,CLEAN,HATE,HATE,HATE,1,0,0,0,CLEAN -> HATE
du me,1,OFFENSIVE,1,1,1,0,OFFENSIVE,OFFENSIVE,OFFENSIVE,CLEAN,1,1,1,0,OFFENSIVE -> CLEAN
R.I.P Anh thị bò dát vàng,0,CLEAN,2,2,0,2,HATE,HATE,CLEAN,HATE,0,0,1,0,CLEAN -> HATE
chuẩn cmnl anh ơi,0,CLEAN,0,0,0,1,CLEAN,CLEAN,CLEAN,OFFENSIVE,1,1,1,0,CLEAN -> OFFENSIVE
Phát Thịnh thầy tui như thằng xì ke.,2,HATE,0,2,2,0,CLEAN,HATE,HATE,CLEAN,0,1,1,0,HATE -> CLEAN
Chi oi chi chua gap bac ky dau .chi ma gap roi chi khong con kip keu mot tieng troi dau chi ak.it nhat chi cung nghi den nguoi nha chi chu.chi o dai loan ma chi dang noi tieng viet ma .chi tu chui minh thoi.nguoi ta khong xem chi ra ji nen nguoi ta goi noi vay thay loi xi nhuc do.,2,HATE,0,0,2,0,CLEAN,CLEAN,HATE,CLEAN,0,0,1,0,HATE -> CLEAN
ẩu r thầy ơi,0,CLEAN,0,0,2,2,CLEAN,CLEAN,HATE,HATE,1,1,0,0,CLEAN -> HATE
Thêm cái gì mà thêm. T đếch thèm qt đến vì chưa có thông báo nghĩ học 🙈,1,OFFENSIVE,0,0,1,0,CLEAN,CLEAN,OFFENSIVE,CLEAN,0,0,1,0,OFFENSIVE -> CLEAN
Mình nói người ta bê đê mình xem lai mình đi . Mày la cũng loai bê đê co cây đinh chính giữ la may kkkk,2,HATE,2,2,2,0,HATE,HATE,HATE,CLEAN,1,1,1,0,HATE -> CLEAN
Không giống ai,1,OFFENSIVE,0,0,0,0,CLEAN,CLEAN,CLEAN,CLEAN,0,0,0,0,OFFENSIVE -> CLEAN
Đã nói bao lần rồi các anh các chị có tiền đi du lịch vẫn đ** hiểu à😒,2,HATE,0,2,1,1,CLEAN,HATE,OFFENSIVE,OFFENSIVE,0,1,0,0,HATE -> OFFENSIVE
Đẳng cấp đấy nhưng ý thức hơi kém,1,OFFENSIVE,1,2,1,2,OFFENSIVE,HATE,OFFENSIVE,HATE,1,0,1,0,OFFENSIVE -> HATE
Abe chơi dơ,0,CLEAN,2,2,2,2,HATE,HATE,HATE,HATE,0,0,0,0,CLEAN -> HATE
;))) n đã mất công phạt . Thì phạt hẳn 100-200 rảnh đéo đâu phạt 10-20k làm gì mất công vl .,1,OFFENSIVE,0,2,1,0,CLEAN,HATE,OFFENSIVE,CLEAN,0,0,1,0,OFFENSIVE -> CLEAN
Chị ba hot girl s lại có cây cơ 9 giữa 😥,0,CLEAN,2,2,0,2,HATE,HATE,CLEAN,HATE,0,0,1,0,CLEAN -> HATE
"Mikhai chốp còn biết nhảu khỏi tàu đắm,chứ bọn này đéo nhẩy đâu,ảo thuật gia và phim ở hollywood phải gọi bằng ""Cụ""🤣",1,OFFENSIVE,2,2,2,0,HATE,HATE,HATE,CLEAN,0,0,0,0,OFFENSIVE -> CLEAN
T đang nhìn clgv 🙂,1,OFFENSIVE,1,0,1,0,OFFENSIVE,CLEAN,OFFENSIVE,CLEAN,1,0,1,0,OFFENSIVE -> CLEAN
Đỉ nhân 3.14,2,HATE,2,2,0,0,HATE,HATE,CLEAN,CLEAN,1,1,0,0,HATE -> CLEAN
"doanh nghiệp nó sai thì nó bị phạt, còn thằng này thích tống tiền doanh nghiệp thì nó cũng đéo đúng đâu mà gào mồm ăn vạ :)) tưởng ăn đc tiền của ngkhác dễ à",1,OFFENSIVE,2,2,2,2,HATE,HATE,HATE,HATE,0,0,0,0,OFFENSIVE -> HATE
"Tâm Nguyễn Bỏ mớ tiền ra thuê hẳn một cái máy bay riêng , đi 1 mình thì lây ai , lây cho con mẹ bạn à ? Thông tin trên google sợt là ra cũng đéo chịu tìm hiểu , vào đây chửi adua phong trào . \""Đạo đức rách\"" mà cứ ngồi đấy mà nói đạo lý .",2,HATE,1,1,1,1,OFFENSIVE,OFFENSIVE,OFFENSIVE,OFFENSIVE,0,0,0,0,HATE -> OFFENSIVE
Trần dần là cộngg sản nằm vùng bên cali😂,2,HATE,0,0,0,0,CLEAN,CLEAN,CLEAN,CLEAN,0,0,0,0,HATE -> CLEAN
Ơ tưởng thầy chơi gay 😢,0,CLEAN,2,2,2,2,HATE,HATE,HATE,HATE,0,0,0,0,CLEAN -> HATE
Văn Trường 😒 dịch: không làm mà đòi có ăn thì chỉ có ăn cứt 😌,0,CLEAN,0,0,1,1,CLEAN,CLEAN,OFFENSIVE,OFFENSIVE,1,1,0,0,CLEAN -> OFFENSIVE
Thầy lol chúc chỉ có rớt,2,HATE,2,1,2,0,HATE,OFFENSIVE,HATE,CLEAN,1,0,1,0,HATE -> CLEAN
Trên bờ: tao chửi đấy mày làm đéo gì được tao :v,1,OFFENSIVE,1,1,1,2,OFFENSIVE,OFFENSIVE,OFFENSIVE,HATE,1,1,1,0,OFFENSIVE -> HATE
Lủ chó,2,HATE,2,1,1,1,HATE,OFFENSIVE,OFFENSIVE,OFFENSIVE,1,0,0,0,HATE -> OFFENSIVE
Style khoe cu của mấy anh biến thái à 🙃,2,HATE,0,0,1,0,CLEAN,CLEAN,OFFENSIVE,CLEAN,0,0,0,0,HATE -> CLEAN
@Chiến trần Tao lao.,1,OFFENSIVE,1,2,0,0,OFFENSIVE,HATE,CLEAN,CLEAN,1,0,0,0,OFFENSIVE -> CLEAN
toàn các cô gái ngồi xổm trym quệt đất ạ..,1,OFFENSIVE,0,1,0,0,CLEAN,OFFENSIVE,CLEAN,CLEAN,0,1,0,0,OFFENSIVE -> CLEAN
Tiên tri Trần Dần về Việt Nam ở nghĩa trang bình an,2,HATE,0,0,0,0,CLEAN,CLEAN,CLEAN,CLEAN,0,0,0,0,HATE -> CLEAN
Đáng nhẽ m k nên về nước 🙂,2,HATE,0,0,0,0,CLEAN,CLEAN,CLEAN,CLEAN,0,0,0,0,HATE -> CLEAN
Hoàng Văn Thuận nên xử bắn hed,1,OFFENSIVE,0,0,0,0,CLEAN,CLEAN,CLEAN,CLEAN,0,0,0,0,OFFENSIVE -> CLEAN
Khi buồn mình chơi lớn đi nghĩa vụ và giờ muốn ra cx éo đc,1,OFFENSIVE,0,1,1,0,CLEAN,OFFENSIVE,OFFENSIVE,CLEAN,0,1,1,0,OFFENSIVE -> CLEAN
Quê tao mà giơ cánh hoa ntn ra đường là đéo còn đường về quê mẹ,0,CLEAN,1,1,1,1,OFFENSIVE,OFFENSIVE,OFFENSIVE,OFFENSIVE,0,0,0,0,CLEAN -> OFFENSIVE
Lê Hoàng Trần :V vãi cả lý luận và đổ thừa !VN ta có đảng quang vinh lãnh đạo mà ko khắc phục được mấy cái cỏn con vậy à ?,0,CLEAN,2,2,2,2,HATE,HATE,HATE,HATE,0,0,0,0,CLEAN -> HATE
giàu mà ko biết chia chác cho tụi nó thì bầu Kiên đã là một ví dụ.,2,HATE,0,2,0,0,CLEAN,HATE,CLEAN,CLEAN,0,1,0,0,HATE -> CLEAN
Chết mất :))),0,CLEAN,1,1,0,1,OFFENSIVE,OFFENSIVE,CLEAN,OFFENSIVE,0,0,1,0,CLEAN -> OFFENSIVE
Quốc sư phải khỏe để lãnh đạo 3/ chứ ko thì 3/ biết đi đâu về đâu 😭😭,0,CLEAN,0,2,0,2,CLEAN,HATE,CLEAN,HATE,1,0,1,0,CLEAN -> HATE
Bạn bè bên dai loan và bên nước Việt Nam mình kg tha thứ cho no cho nó một bài học cho nó biết thế nào la suc Phạm dân tộc Việt Nam kg cho nó bài hoc nó kg sợ dau an nói tuc tĩu mất dạy quá,2,HATE,2,2,2,0,HATE,HATE,HATE,CLEAN,1,1,1,0,HATE -> CLEAN
"Hà Nguyễn Khánh Duy Gái Nhật đi tàu đi ngầm nó ngứa mu quá, lấy tay móc gãi tỉnh queo. Nhìn ghê lắm kìa",2,HATE,0,2,0,0,CLEAN,HATE,CLEAN,CLEAN,0,1,0,0,HATE -> CLEAN
"Tìm chó thất lạc đặc điểm""cực kì thuyết phục""",1,OFFENSIVE,0,0,0,0,CLEAN,CLEAN,CLEAN,CLEAN,0,0,0,0,OFFENSIVE -> CLEAN
Nguyễn Đức Vinh bố mẹ nó đóng góp là đc rồi ông. Người VN cả mà,0,CLEAN,0,0,0,1,CLEAN,CLEAN,CLEAN,OFFENSIVE,1,1,1,0,CLEAN -> OFFENSIVE
mắc mợt á :<,0,CLEAN,1,0,0,1,OFFENSIVE,CLEAN,CLEAN,OFFENSIVE,0,1,1,0,CLEAN -> OFFENSIVE
hải phòng k thích lòng vòng,0,CLEAN,0,0,0,2,CLEAN,CLEAN,CLEAN,HATE,1,1,1,0,CLEAN -> HATE
Con trai làm trưởng phòng kế toán nữa thì quả là một dân tộc Hạnh Fúck,1,OFFENSIVE,0,0,2,2,CLEAN,CLEAN,HATE,HATE,0,0,0,0,OFFENSIVE -> HATE
con mẹ mày giàu con mẹ mày... khinh thường ng ta,2,HATE,2,2,2,1,HATE,HATE,HATE,OFFENSIVE,1,1,1,0,HATE -> OFFENSIVE
mong cho nó trút moẹ tro vào quần !,1,OFFENSIVE,2,0,1,2,HATE,CLEAN,OFFENSIVE,HATE,0,0,1,0,OFFENSIVE -> HATE
Quá đáng vl anh ơi ngồi nấu mì ăn xem review thịt trâu:((,1,OFFENSIVE,0,0,0,0,CLEAN,CLEAN,CLEAN,CLEAN,0,0,0,0,OFFENSIVE -> CLEAN
Nổ quá,0,CLEAN,2,1,1,1,HATE,OFFENSIVE,OFFENSIVE,OFFENSIVE,0,0,0,0,CLEAN -> OFFENSIVE
Những kẻ cướp ngày đang bênh vực tên trộm đêm :),1,OFFENSIVE,0,0,2,0,CLEAN,CLEAN,HATE,CLEAN,0,0,0,0,OFFENSIVE -> CLEAN
Anh Trung ma mị,0,CLEAN,0,0,0,2,CLEAN,CLEAN,CLEAN,HATE,1,1,1,0,CLEAN -> HATE
"Con này nó rảnh, nói gì kệ nó",0,CLEAN,2,2,0,1,HATE,HATE,CLEAN,OFFENSIVE,0,0,1,0,CLEAN -> OFFENSIVE
THƯA NHÀ TIÊN TRI CHO BIẾT KHI NÀO VIỆT NAM SẼ XÓA SỔ TRUNG QUỐC VẬY?,2,HATE,0,0,0,0,CLEAN,CLEAN,CLEAN,CLEAN,0,0,0,0,HATE -> CLEAN
Camon côthuan nguyễn giupnguoi ngheo nghềo,0,CLEAN,0,0,0,2,CLEAN,CLEAN,CLEAN,HATE,1,1,1,0,CLEAN -> HATE
"Tiếp theo sẽ là sự phân hóa trong nội bộ lãnh đạo Bắc Kinh. Bộ mặt thật của tình ""đồng chí"" lộ diện !",0,CLEAN,2,2,2,2,HATE,HATE,HATE,HATE,0,0,0,0,CLEAN -> HATE
"Con này nếu một ngày thằng Đài Loan nó đuổi, thì nó đi đâu",0,CLEAN,2,2,0,2,HATE,HATE,CLEAN,HATE,0,0,1,0,CLEAN -> HATE
troi ui con nay do lai cai,0,CLEAN,2,2,2,1,HATE,HATE,HATE,OFFENSIVE,0,0,0,0,CLEAN -> OFFENSIVE
Thời nay có những người mãi mãi chọc người có vấn đề thần kinh để làm gì ÁC ĐỨC LẮM bỏ đi người ta có chồng có con thơ dại không có đi lừa gạt cướp bóc ???,0,CLEAN,2,2,2,2,HATE,HATE,HATE,HATE,0,0,0,0,CLEAN -> HATE
"Một câu chuyện cổ tích rất hay được sáng tác bởi công an Việt Nam. Giỏi lắm các chiến sĩ vì nước quên dân, vì thân phục vụ.",2,HATE,0,2,2,0,CLEAN,HATE,HATE,CLEAN,0,1,1,0,HATE -> CLEAN
thằng viết bài thật là cứng,0,CLEAN,0,0,0,2,CLEAN,CLEAN,CLEAN,HATE,1,1,1,0,CLEAN -> HATE
Chị ba trên dú dưới có con cu ai làm lại chị 3,2,HATE,0,0,0,0,CLEAN,CLEAN,CLEAN,CLEAN,0,0,0,0,HATE -> CLEAN
Lêu lêu mấy đứa FA 😂😂😂,0,CLEAN,0,0,0,2,CLEAN,CLEAN,CLEAN,HATE,1,1,1,0,CLEAN -> HATE
*** lung linh,0,CLEAN,0,1,1,1,CLEAN,OFFENSIVE,OFFENSIVE,OFFENSIVE,1,0,0,0,CLEAN -> OFFENSIVE
Sao giờ nhiều chương trình nhố nhăng thế khg biết,2,HATE,0,0,0,1,CLEAN,CLEAN,CLEAN,OFFENSIVE,0,0,0,0,HATE -> OFFENSIVE
Điên qf :,0,CLEAN,1,1,1,1,OFFENSIVE,OFFENSIVE,OFFENSIVE,OFFENSIVE,0,0,0,0,CLEAN -> OFFENSIVE
Toang thực sự 😐,1,OFFENSIVE,0,0,0,0,CLEAN,CLEAN,CLEAN,CLEAN,0,0,0,0,OFFENSIVE -> CLEAN
Đang bận đớp và chăm sóc bụng bầu nha-k rảnh lo chuyện tào lao,0,CLEAN,1,0,0,1,OFFENSIVE,CLEAN,CLEAN,OFFENSIVE,0,1,1,0,CLEAN -> OFFENSIVE
Cút,1,OFFENSIVE,0,0,1,0,CLEAN,CLEAN,OFFENSIVE,CLEAN,0,0,1,0,OFFENSIVE -> CLEAN
facebook.com/notes/hasdgasdgasdg%BF/video-quay-tr%E1%BB%99m-c%C3%B4-g%C3%A1i-v%C3%A0-b%E1%BA%A1n-trai-trong-nh%C3%A0-v%E1%BB%87-sinh-c%E1%BA%A5m-ch%E1%BB%8B-em-v%C3%A0o-xem/933231583437890,0,CLEAN,0,1,1,2,CLEAN,OFFENSIVE,OFFENSIVE,HATE,1,0,0,0,CLEAN -> HATE
